mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_48309,O=CC1(C#C)C2CC1C2,2.15742,1.94281,1.18468,2.3301,79.92,-0.2492,-0.0344,0.2149,1044.9399,0.134701,-384.605712,-384.597711,-384.596766,-384.638221,30.892
gdb_89860,CC1CC2(C1)OC2C#N,2.87847,1.16467,0.97115,4.1707,76.94,-0.2893,-0.0038,0.2855,1252.7701,0.146444,-401.933798,-401.925135,-401.924191,-401.967637,32.226
gdb_17666,OC1(COC1)C1CO1,3.34782,1.79851,1.50344,1.9566,59.86,-0.2548,0.0609,0.3158,874.6311,0.128949,-420.817806,-420.809974,-420.809029,-420.850726,28.191
gdb_40539,C1OC1C1=CC2CC2C1,4.499,1.04173,0.97117,1.7584,82.73,-0.2224,0.0079,0.2302,1261.0641,0.160465,-385.865745,-385.858068,-385.857124,-385.89838,30.046
gdb_93119,CN1CC=CCC1C#N,2.02673,1.74348,1.30296,3.3179,80.55,-0.2341,0.0138,0.2479,1077.5941,0.160651,-382.085388,-382.076876,-382.075932,-382.118364,32.133
gdb_9660,CC1(NC1CO)C=O,4.70156,1.11593,1.04252,1.3228,67.22,-0.2616,-0.0342,0.2274,1141.2349,0.140337,-400.981634,-400.972784,-400.97184,-401.015454,31.338
gdb_23583,ON=C1C2CC3CN2C13,4.36722,1.27191,1.211,1.8378,76.52,-0.2338,0.0035,0.2373,1051.3808,0.138047,-417.898516,-417.891674,-417.89073,-417.929698,27.848
gdb_10368,C#CC1(CCO1)C#N,2.4506,2.28912,1.4403,4.281,64.47,-0.2846,-0.0258,0.2588,866.5745,0.093983,-361.406882,-361.39925,-361.398306,-361.439228,27.14
gdb_46626,O=C1CNC2=NCCC12,2.95647,1.62484,1.10887,1.2065,74.03,-0.2272,-0.0325,0.1947,1059.8112,0.138846,-418.046388,-418.039119,-418.038175,-418.078301,28.194
gdb_87436,CC1NC11C2C3OC2C13,4.50447,1.18999,1.10138,2.0134,75.93,-0.2301,0.075,0.3051,1134.6632,0.147162,-401.818644,-401.811223,-401.810279,-401.85044,29.606
gdb_16627,CC1C2CC2OC1=O,3.10028,2.35512,1.55712,4.0969,63.39,-0.2678,0.0088,0.2766,826.328,0.131371,-383.774206,-383.76731,-383.766366,-383.805221,26.53
gdb_30166,CC1CC2=C(N1)N=CN2,3.82569,1.35972,1.13528,3.5994,78.21,-0.1732,0.0344,0.2076,1095.937,0.151558,-398.160763,-398.153235,-398.152291,-398.192735,29.571
gdb_128671,COc1cc([nH]n1)C#N,7.14516,0.88004,0.78743,3.2645,73.7,-0.2426,-0.044,0.1987,1357.7615,0.102386,-432.893439,-432.885382,-432.884437,-432.926378,28.667
gdb_8565,O=C1CC2CC(C2)C1,3.80106,1.93873,1.63489,2.8605,70.57,-0.234,-0.0148,0.2192,841.2312,0.15609,-347.828484,-347.821923,-347.820979,-347.859365,26.482
gdb_78764,CC1C2C3C2(C)OC13C,2.48108,1.62591,1.32568,1.448,82.44,-0.2223,0.0896,0.3119,1098.8465,0.180501,-387.04855,-387.039609,-387.038665,-387.081353,35.095
gdb_65892,C1C(CO1)(C#CC#N)O,3.97916,0.78041,0.7218,3.12,76.9,-0.2735,-0.06,0.2136,1502.6185,0.099482,-436.636063,-436.627355,-436.626411,-436.670583,30.374
gdb_41757,C1OC2OC=NC1C=C2,2.32409,2.25053,1.95469,1.8179,67.58,-0.2461,-0.012,0.2341,821.6634,0.127939,-437.889304,-437.882945,-437.882001,-437.919746,25.9
gdb_93333,CC1CCC(=N)N1C=O,2.34267,1.58162,1.06882,5.1811,77.6,-0.246,-0.0211,0.2249,1154.7621,0.160699,-419.263978,-419.255407,-419.254463,-419.297239,32.137
gdb_6595,OC12CC(C1)(C2)C#C,6.1086,1.31296,1.31128,1.2893,72.77,-0.2504,0.0456,0.2961,960.2791,0.129656,-346.523813,-346.51649,-346.515545,-346.554874,29.145
gdb_9809,CC1(CC1)C(=O)C#C,3.56076,1.69113,1.26909,2.8056,72.73,-0.2603,-0.0569,0.2034,961.711,0.128005,-346.576599,-346.568209,-346.567264,-346.609515,30.885
gdb_75901,CC1(CCC(=O)N1C)C,2.3073,1.54237,1.17962,3.8108,82.58,-0.2315,0.0389,0.2705,1164.4182,0.194044,-404.413186,-404.403574,-404.402629,-404.447017,36.609
gdb_83546,OC1C2CCC1C21CC1,3.01119,1.46772,1.27873,1.487,81.8,-0.2502,0.0667,0.3169,1078.4006,0.184253,-387.063499,-387.055563,-387.054619,-387.095395,32.48
gdb_111312,CCC1C2OC2C1(C)C,2.27946,1.3338,1.13666,1.7007,85.04,-0.2482,0.0831,0.3314,1258.407,0.203714,-388.265047,-388.255236,-388.254292,-388.299222,37.557
gdb_86084,CC1=CC2(CN2)C(O)C1,2.80621,1.34775,1.0094,3.0202,83.27,-0.2265,0.0112,0.2377,1224.501,0.171387,-403.143403,-403.134781,-403.133836,-403.176485,33.66
gdb_36980,C(CC1COC1)C1CO1,5.89285,0.61311,0.58306,1.976,79.14,-0.2442,0.0777,0.3219,1887.9198,0.182014,-424.178387,-424.169048,-424.168104,-424.214517,32.965
gdb_52308,O=CNCC1CCC=C1,4.21013,0.82538,0.76031,3.4958,82.38,-0.2384,0.0197,0.2581,1526.8107,0.17222,-403.188693,-403.179639,-403.178695,-403.2244,32.688
gdb_14508,OC1(C=O)C2CC1C2,4.23214,1.83066,1.50462,2.355,66.13,-0.2604,-0.0419,0.2185,845.8051,0.130808,-383.693861,-383.687128,-383.686184,-383.724611,26.698
gdb_17131,CC1CC(C1)C1CO1,5.57735,1.16225,1.10947,1.6218,74.88,-0.2626,0.0883,0.351,1147.7315,0.177032,-348.975146,-348.966994,-348.96605,-349.007996,30.564
gdb_19726,C1OC2CC1C1OC21,3.95823,2.36768,2.18996,1.1993,61.73,-0.246,0.0862,0.3322,691.9173,0.13383,-383.71879,-383.713344,-383.7124,-383.748006,23.044
gdb_36168,C#CCC12OC3C1CC23,3.69357,1.23148,1.14481,1.9703,77.41,-0.2335,0.0494,0.2829,1112.3624,0.134326,-384.560792,-384.553079,-384.552135,-384.593329,30.164
gdb_36620,N#CCCC12CN1CC2,5.14061,0.75708,0.72489,4.4442,80.2,-0.2445,0.0353,0.2799,1560.158,0.160008,-382.043723,-382.035085,-382.03414,-382.077965,31.848
gdb_39909,C1CC11N=C2CC3C1N23,4.26013,1.51739,1.38591,2.0838,79.4,-0.2244,-0.0454,0.1791,960.4403,0.137052,-380.751532,-380.744946,-380.744002,-380.782194,27.397
gdb_108579,CCC12CCOC1C2O,2.524,1.36577,1.15624,1.8847,77.48,-0.233,0.0789,0.3119,1181.3103,0.182803,-424.213303,-424.20444,-424.203496,-424.246676,34.123
gdb_82572,CC1C2OC3(COC3)C12,3.40035,1.33383,1.16403,2.4818,74.7,-0.2405,0.0668,0.3073,1109.2333,0.158588,-422.958849,-422.950718,-422.949774,-422.991692,31.02
gdb_32450,COc1c[nH]c(c1N)O,3.20632,1.22983,0.89816,1.2114,71.8,-0.1714,0.074,0.2453,1252.8362,0.136153,-455.15434,-455.144983,-455.144039,-455.188112,34.342
gdb_16912,OC1CCC2CC2C1,3.61215,1.72427,1.34266,1.4675,73.71,-0.2554,0.0746,0.33,964.8642,0.179613,-349.00749,-349.000072,-348.999128,-349.038804,29.851
gdb_72587,CC12CCC1(O)C(=O)C2,2.20235,1.62469,1.43108,2.3812,75.96,-0.2412,-0.0228,0.2184,1042.0022,0.157475,-423.026512,-423.017582,-423.016638,-423.059957,33.911
gdb_103881,CCC1(C)NC1CC#N,3.50424,0.81745,0.74665,4.7807,84.21,-0.258,0.0387,0.2967,1587.9332,0.181442,-383.27283,-383.26261,-383.261666,-383.30869,36.958
gdb_80336,CC1C2NC(C#N)C12N,2.13584,1.50506,1.34405,5.8312,76.48,-0.2178,0.0189,0.2366,1077.7806,0.147918,-398.084546,-398.075598,-398.074654,-398.11787,33.654
gdb_108679,C1C(=C(CO1)CO)CO,2.35406,1.39208,0.93708,2.089,74.95,-0.2281,0.0059,0.234,1244.685,0.159204,-460.151082,-460.141948,-460.141004,-460.185389,33.082
gdb_26084,CC(C#N)N1C=CC=C1,3.29097,1.15204,1.03138,3.3881,78.94,-0.2176,0.0144,0.232,1198.9539,0.137002,-380.914679,-380.906288,-380.905344,-380.948598,30.897
gdb_665,CC1C2CCC12,5.91086,3.28043,3.20017,0.1799,59.83,-0.2481,0.0932,0.3413,534.5684,0.144219,-234.469383,-234.46358,-234.462636,-234.498209,22.427
gdb_96956,CN=C1OC2C3OC3C12,3.96811,1.29325,1.23577,3.1153,70.8,-0.25,0.0216,0.2716,1055.613,0.123718,-437.815189,-437.807663,-437.806718,-437.847675,28.118
gdb_34093,C#CC12COC3C(N1)C23,3.55391,1.53562,1.32549,0.8097,73.62,-0.2194,0.027,0.2465,964.9943,0.125239,-400.65816,-400.651198,-400.650254,-400.689295,28.286
gdb_99203,CC#CCCC(=O)OC,6.70448,0.5172,0.48591,1.7416,82.05,-0.2445,0.0144,0.2588,2243.9882,0.155827,-423.043311,-423.032111,-423.031167,-423.083046,36.507
gdb_28967,Cc1c(cccn1)C#C,2.94871,1.51882,1.00869,1.5203,88.64,-0.2384,-0.0402,0.1982,1130.2028,0.124705,-363.65131,-363.643221,-363.642277,-363.684046,30.446
gdb_15067,OCC(C#N)N1CC1,2.58893,1.85487,1.24222,5.1149,65.76,-0.2699,0.0213,0.2911,980.8289,0.130179,-379.89018,-379.882033,-379.881088,-379.923094,29.181
gdb_15617,CN=C1OCOC1C,3.45728,1.73777,1.2797,1.2353,67.05,-0.2525,0.0232,0.2757,978.7651,0.141718,-401.01234,-401.003961,-401.003017,-401.045705,29.143
gdb_33238,CCCOc1ccoc1,6.18918,0.7062,0.64147,1.1903,78.35,-0.2071,0.0265,0.2336,1739.8695,0.159135,-423.045852,-423.036931,-423.035987,-423.080407,32.473
gdb_50248,N=C1OC2CC(C=O)C12,2.46822,1.66739,1.2682,3.7337,69.71,-0.2568,-0.0287,0.2281,1007.6574,0.124085,-437.873095,-437.865419,-437.864475,-437.905974,28.423
gdb_101062,CCC(O)C1(CO1)C#C,2.25465,1.33012,0.93539,1.2514,77.92,-0.2617,0.0163,0.278,1291.3292,0.156015,-422.970809,-422.961004,-422.960059,-423.005401,36.523
gdb_126084,CC1OC2=NNN=C2O1,4.61312,1.39375,1.13376,1.9957,63.81,-0.2219,-0.0078,0.2142,1017.9736,0.102445,-469.981578,-469.974395,-469.97345,-470.013788,26.674
gdb_101237,COC(C)C1CC(C)C1,2.77559,0.94659,0.83008,1.0887,90.13,-0.2482,0.0825,0.3307,1567.9495,0.22724,-389.482534,-389.471791,-389.470847,-389.518708,39.538
gdb_84235,CC1N=C2OC3C1C23O,2.98937,1.58954,1.36079,2.7936,70.31,-0.2154,-0.0595,0.1558,979.8724,0.121616,-437.738921,-437.731173,-437.730229,-437.770701,30.557
gdb_2783,CNC1COC1=N,4.29545,2.36511,1.63571,2.7918,58.7,-0.232,0.0234,0.2554,758.7174,0.125952,-341.814212,-341.807175,-341.806231,-341.845411,25.105
gdb_66534,OC12C3C1C1C3C21C#N,2.98535,1.66386,1.26728,4.4037,71.03,-0.2438,0.0071,0.2509,956.5846,0.10041,-399.44614,-399.439153,-399.438209,-399.477453,27.573
gdb_63746,CC1(CC2(O1)CCC2)C,3.52483,1.12275,1.01349,1.3944,85.86,-0.2347,0.0763,0.311,1310.3889,0.204361,-388.28547,-388.276098,-388.275154,-388.319595,36.542
gdb_18655,O=C1C=CNC2CC12,3.40599,2.32175,1.54545,5.5214,68.34,-0.2083,-0.0231,0.1852,801.776,0.121533,-362.684816,-362.678368,-362.677424,-362.715206,25.461
gdb_106343,OCC12CC(C1)(O2)C#C,4.66778,0.99337,0.94796,2.0133,76.79,-0.2477,0.0102,0.2578,1256.8242,0.133752,-421.719103,-421.710586,-421.709641,-421.752203,32.683
gdb_25353,c1c(c[nH]c1C=O)C#N,6.98937,0.87194,0.77523,2.6704,78.29,-0.2567,-0.0703,0.1865,1334.5347,0.091343,-415.683299,-415.675926,-415.674982,-415.71552,26.752
gdb_18416,O=C1CC2C(C#C)N12,3.35858,2.04541,1.66324,3.6861,63.84,-0.2514,-0.0212,0.2302,788.8178,0.094317,-361.402185,-361.395336,-361.394392,-361.433233,25.83
gdb_76036,CC1(C=O)C(O)C1C#N,2.67795,1.16808,1.04085,3.5041,71.85,-0.2714,-0.0471,0.2243,1181.39,0.12125,-437.892831,-437.883235,-437.882291,-437.927522,33.511
gdb_84065,CC1=CN(C(=O)C1=O)C,2.62971,1.52459,0.97686,5.6043,75.25,-0.23,-0.0892,0.1408,1173.194,0.123253,-437.945746,-437.936709,-437.935765,-437.979787,31.541
gdb_6207,CC1=NC(CO1)(C)C,3.69455,1.54896,1.45172,0.997,72.75,-0.2398,0.0327,0.2725,989.0455,0.164472,-365.102735,-365.094023,-365.093079,-365.136103,31.957
gdb_5629,c1c(c(c[nH]1)N)CO,3.23236,1.79168,1.16364,1.1702,67.49,-0.176,0.061,0.237,985.5229,0.13153,-379.938743,-379.930341,-379.929397,-379.972246,30.449
gdb_34528,N#CC1=CC2CC1C=C2,3.84729,1.31225,1.23727,4.5928,79.96,-0.2438,-0.0518,0.192,1031.3784,0.127495,-363.623057,-363.616469,-363.615525,-363.654009,26.858
gdb_12054,CC1(CC2OC12)C=O,3.47219,1.86645,1.54718,0.9217,64.5,-0.256,-0.0332,0.2228,853.55,0.128603,-383.709027,-383.701493,-383.700549,-383.740822,28.07
gdb_64935,CC1(CO1)C#CC1CO1,4.43284,0.6957,0.6532,1.6505,80.54,-0.2558,0.0118,0.2677,1718.4272,0.133192,-421.747731,-421.738473,-421.737529,-421.783628,32.634
gdb_70952,CC12CC3(C1)OC(=O)C23,3.49937,1.36799,1.18409,4.5062,73.78,-0.2646,-0.0092,0.2553,1066.4589,0.135097,-421.73169,-421.724262,-421.723318,-421.763283,29.641
gdb_107362,CCC12CC1OC(=O)O2,3.22336,1.30211,1.05271,5.0841,68.09,-0.2788,0.0389,0.3177,1154.2427,0.135515,-459.001935,-458.993935,-458.99299,-459.034782,30.08
gdb_31737,CNc1nc(co1)CO,6.24205,0.84512,0.75483,1.0518,72.72,-0.1936,0.0396,0.2332,1479.2841,0.136005,-455.166962,-455.157665,-455.156721,-455.201799,32.449
gdb_42301,O=C(C#C)C1CCC=C1,3.38187,1.17137,0.98199,2.5519,81.09,-0.2399,-0.057,0.1829,1214.7757,0.135085,-384.680391,-384.671777,-384.670833,-384.714866,31.369
gdb_7456,CC(C)C(C)C(C)O,2.80855,1.30672,1.13346,1.3565,81.2,-0.2596,0.0707,0.3303,1231.1417,0.220955,-351.416435,-351.405763,-351.404819,-351.451631,39.703
gdb_123023,CCCOCC1NC1C,5.45468,0.53203,0.50947,1.2879,88.36,-0.244,0.0806,0.3246,2278.8501,0.215684,-405.52082,-405.509746,-405.508802,-405.558431,38.964
gdb_52121,O=COCC12CC1CC2,4.35211,0.84803,0.81365,4.282,77.35,-0.2656,0.0104,0.2761,1447.4462,0.158888,-423.018267,-423.009605,-423.008661,-423.052877,31.613
gdb_60142,CC(C)OC1C2COC12,3.39693,1.02799,0.96521,2.6422,79.05,-0.2277,0.0732,0.3009,1340.9739,0.180504,-424.169768,-424.160463,-424.159519,-424.204597,34.635
gdb_112904,CCC1CC(C)CC1C,2.16476,1.14118,0.83268,0.1686,95.75,-0.2927,0.0774,0.3701,1552.251,0.25262,-353.588461,-353.577917,-353.576973,-353.624409,40.256
gdb_25881,Cc1cc(co1)C(=O)N,4.41804,1.00878,0.83066,3.0721,73.97,-0.2272,-0.0173,0.2099,1337.3551,0.124578,-437.958503,-437.949942,-437.948998,-437.992158,31.329
gdb_123754,C1CC(N1)C1=NON=N1,5.05692,1.05302,0.9414,3.6055,66.5,-0.2474,-0.0685,0.1789,1204.8189,0.113785,-450.041757,-450.034452,-450.033507,-450.074952,26.285
gdb_32489,COc1cc(oc1)C=O,6.73897,0.85743,0.76436,4.5187,75.04,-0.231,-0.0583,0.1726,1412.1854,0.111959,-457.787075,-457.778952,-457.778008,-457.820181,29.086
gdb_33772,C#CC12CC(C1)CC=C2,3.56661,1.38131,1.18395,0.9422,86.66,-0.2343,0.0121,0.2463,1087.7226,0.160508,-348.720354,-348.712793,-348.711849,-348.751859,31.41
gdb_51903,C1C(CO1)N=CNC=O,4.871,0.68926,0.62999,2.8638,76.45,-0.2479,-0.0293,0.2186,1703.4272,0.135865,-455.142117,-455.133302,-455.132358,-455.177034,30.624
gdb_17567,CC12CC(C1)C1CN21,3.27816,2.44857,1.93705,1.3165,74.48,-0.2266,0.0948,0.3214,789.6794,0.167706,-327.87719,-327.870695,-327.869751,-327.907204,27.535
gdb_113710,CC(C#C)C1CC1CO,2.40663,1.02443,0.79531,0.8823,84.92,-0.2559,0.0529,0.3087,1489.7057,0.179866,-387.036925,-387.026457,-387.025513,-387.072818,38.291
gdb_105047,CC1(CO1)C1(CO)CN1,2.6444,1.23818,1.14862,3.4824,74.1,-0.2504,0.0655,0.3159,1184.4013,0.1697,-440.231808,-440.222466,-440.221522,-440.266459,35.146
gdb_106425,OCC12CC(O1)C21CC1,2.94682,1.33018,1.16637,2.2034,76.13,-0.2396,0.0693,0.309,1129.5365,0.158267,-422.929302,-422.921001,-422.920057,-422.962104,32.397
gdb_7255,CC(C)C(=O)NC=N,4.42166,1.04409,0.99148,1.6471,73.22,-0.255,-0.017,0.2379,1254.3477,0.153165,-381.171065,-381.1618,-381.160856,-381.205838,32.536
gdb_104723,CN1CC(C1)(CO)OC,2.59973,1.15243,0.95065,1.7456,79.47,-0.2114,0.0749,0.2863,1349.3237,0.19208,-441.43848,-441.428212,-441.427268,-441.473916,37.365
gdb_96061,OC1COCC1CC=O,3.14642,0.99071,0.84302,4.0217,72.19,-0.25,-0.0226,0.2274,1368.8541,0.157833,-460.166782,-460.157369,-460.156425,-460.20248,33.004
gdb_79244,CC1C2C3OC1(C)C23C,2.42729,1.63489,1.38014,1.7642,82.21,-0.2224,0.0868,0.3092,1083.6924,0.18073,-387.044785,-387.035761,-387.034817,-387.077759,34.976
gdb_100734,C[NH2+]C(C)C(C)C([O-])=O,2.7275,1.00641,0.81952,14.7487,82.3,-0.1686,-0.0066,0.162,1464.3525,0.192626,-441.457007,-441.44623,-441.445286,-441.493376,38.827
gdb_43441,N=C1CC2(CC2)C(=O)O1,3.03284,1.47177,1.08151,2.8895,71.26,-0.2758,-0.0124,0.2634,1088.2573,0.125091,-437.936019,-437.928391,-437.927446,-437.968934,28.849
gdb_29134,CC1=COC(=N)C(N)=N1,3.11832,1.45247,0.99711,0.5047,79.65,-0.1985,-0.0354,0.1631,1147.407,0.124957,-434.112037,-434.103577,-434.102633,-434.144996,31.73
gdb_64531,OC1(C=O)C2C3CN2C13,4.31858,1.32067,1.15126,2.1938,70.12,-0.244,-0.043,0.201,1042.6039,0.123768,-437.786175,-437.779008,-437.778064,-437.817703,28.214
gdb_101549,CC(CO)OC(=O)C=O,2.50155,1.06307,0.83735,1.2274,66.44,-0.2706,-0.0898,0.1807,1373.1993,0.132526,-496.128823,-496.118849,-496.117905,-496.164879,34.165
gdb_28128,c1c[nH]c2c1oc(c2)N,5.2236,1.28802,1.03457,2.3598,76.56,-0.1593,0.0379,0.1972,1085.7431,0.115618,-416.842757,-416.835451,-416.834507,-416.874158,28.751
gdb_73400,CC12COC3C1CCC23,2.55576,1.94775,1.48076,1.7336,80.7,-0.2273,0.0738,0.3011,980.302,0.185473,-387.08901,-387.081732,-387.080788,-387.120132,30.436
gdb_42522,O=C1C(OC1C#C)C#C,4.02392,1.06365,0.89221,0.563,73.81,-0.255,-0.0495,0.2055,1230.0038,0.085012,-419.336475,-419.327868,-419.326924,-419.370467,30.79
gdb_126729,CCn1cc(nn1)OC,5.30562,0.88777,0.81428,3.0402,76.39,-0.2181,0.0038,0.2219,1452.1841,0.14779,-435.261336,-435.252274,-435.251329,-435.296197,31.894
gdb_40688,C1C(C1N1CC1)N1CC1,4.13765,0.87652,0.77008,0.657,85.9,-0.2282,0.083,0.3111,1526.3528,0.182223,-383.183212,-383.174419,-383.173475,-383.217431,33.318
gdb_36183,C#CCC12CC3CN1C23,3.86306,1.1553,1.13599,1.9154,80.4,-0.238,0.0536,0.2917,1147.0842,0.1476,-364.709443,-364.701678,-364.700733,-364.742029,30.544
gdb_37045,C1C23CCC12OCOC3,2.85087,1.77317,1.47965,1.806,73.84,-0.2368,0.0831,0.3199,956.3764,0.161617,-422.988827,-422.981764,-422.98082,-423.019946,29.079
gdb_129575,NC(CO)C1=NOC=N1,4.0856,1.00326,0.85721,2.3649,65.8,-0.2594,-0.0329,0.2265,1291.4496,0.125846,-471.191411,-471.183148,-471.182203,-471.225095,29.848
gdb_50073,O=CC1CC1C1CCC1,3.08599,0.94933,0.78682,3.2997,85.06,-0.2438,-0.0153,0.2285,1485.8646,0.182346,-387.079122,-387.070154,-387.06921,-387.113779,33.408
gdb_93147,CC1CC=CCC=CC1,2.39162,1.41708,0.97695,0.2433,92.43,-0.224,0.0061,0.2301,1289.9505,0.207621,-351.163178,-351.154368,-351.153424,-351.196152,35.233
gdb_117763,CCC(O)(COC)C#N,2.60629,1.04763,0.89235,4.509,76.4,-0.2827,0.0293,0.312,1413.0382,0.167996,-440.289792,-440.279059,-440.278114,-440.325746,37.842
gdb_104481,CNC1(C=O)C2CC1N2,2.16919,1.81784,1.19543,3.1119,76.36,-0.2215,-0.0376,0.1839,1080.295,0.158897,-419.119685,-419.11097,-419.110026,-419.15361,32.381
gdb_48386,O=CC1(OC1C#C)C=O,2.78434,1.2567,1.05154,2.5756,67.94,-0.2604,-0.0723,0.1881,1121.392,0.084138,-456.506896,-456.498049,-456.497105,-456.540866,30.673
gdb_115520,CC1(CCC1CO)C#C,2.34115,1.1294,1.00129,1.434,85.02,-0.253,0.0497,0.3027,1321.6771,0.180245,-387.042912,-387.03283,-387.031886,-387.077665,37.841
gdb_29741,Cn1c(cnc1O)C#N,3.46607,1.34192,0.97332,4.21,72.26,-0.2297,-0.0248,0.2049,1113.968,0.10242,-432.928124,-432.919843,-432.918899,-432.962347,28.996
gdb_98478,COC(=O)C1(CC1)OC,2.35682,1.42735,1.01043,1.503,73.27,-0.251,0.0121,0.2631,1228.2281,0.156666,-460.169265,-460.159377,-460.158432,-460.20439,35.012
gdb_32261,COc1c(cccn1)O,2.62421,1.64145,1.01626,0.8278,75.88,-0.2132,-0.0094,0.2038,1121.3492,0.125942,-437.948787,-437.940923,-437.939979,-437.98124,29.6
gdb_113337,COC1(CC1CO)C#N,2.18772,1.24999,1.08779,3.9097,73.48,-0.2736,0.0098,0.2835,1220.0858,0.1459,-439.06493,-439.055271,-439.054327,-439.099775,34.507
gdb_102122,COC(C=O)C1CCO1,2.67526,1.19734,0.97677,1.9426,72.04,-0.2429,-0.0311,0.2117,1275.4152,0.156575,-460.131848,-460.122214,-460.12127,-460.167255,33.375
gdb_12165,OC1C(CC1=O)C#N,4.00376,1.46843,1.13585,2.7023,59.98,-0.2727,-0.0542,0.2185,968.1109,0.094123,-398.610521,-398.602812,-398.601868,-398.642941,27.101
gdb_95878,CC1CCOC(C1)C=O,2.5457,1.2684,1.0851,2.747,78.73,-0.2368,-0.0246,0.2121,1227.3518,0.182469,-424.24885,-424.239947,-424.239003,-424.282407,33.789
gdb_133098,c1cnc(nc1F)CO,2.79004,1.38397,0.93041,3.3788,66.42,-0.2613,-0.0496,0.2117,1149.1929,0.101507,-478.027069,-478.019559,-478.018615,-478.059951,27.306
gdb_123386,C#CCOc1cnno1,7.96292,0.79586,0.72683,3.6563,69.09,-0.2482,-0.0297,0.2185,1429.4479,0.086157,-452.669935,-452.661435,-452.660491,-452.704377,29.109
gdb_93886,CC1COC(C)C1C=O,1.90422,1.6986,1.03099,2.3827,78.71,-0.2422,-0.0241,0.2181,1220.698,0.18129,-424.246716,-424.237052,-424.236107,-424.281661,35.058
gdb_42851,O=C1C2CC1C2CC#C,3.27124,1.10671,0.99236,2.8007,78.4,-0.2461,0.0065,0.2526,1225.9013,0.135018,-384.621475,-384.613383,-384.612439,-384.654632,30.896
gdb_102336,CCC(C#C)(C#C)OC,1.751,1.36542,1.30324,0.7825,83.65,-0.2648,0.0135,0.2783,1207.1804,0.154004,-385.806225,-385.795461,-385.794516,-385.8415,39.076
gdb_10072,CCN(CC)CC#N,3.1244,1.25896,1.03184,4.1761,75.85,-0.2276,0.0251,0.2528,1206.6559,0.175892,-345.185739,-345.176061,-345.175117,-345.220712,34.17
gdb_46866,O=C1CNC2CC2C1=O,2.4592,1.76714,1.22876,4.4975,69.57,-0.2248,-0.0764,0.1484,1005.8415,0.125511,-437.889822,-437.882323,-437.881379,-437.922102,28.935
gdb_18948,N#CC1C2C3OC2C13,6.81525,1.51544,1.46054,3.0874,61.7,-0.2567,0.0196,0.2763,825.222,0.09607,-361.373817,-361.367942,-361.366998,-361.40391,22.616
gdb_110936,CCC1CN2C(CO)C12,2.66684,1.04536,0.91113,2.1741,81.72,-0.2329,0.0686,0.3014,1403.2193,0.194271,-404.292588,-404.283056,-404.282112,-404.327405,35.596
gdb_99402,CNC(=NC)C(=O)C#N,2.06196,1.45503,0.86227,6.3365,77.32,-0.2492,-0.0981,0.1511,1293.0288,0.121806,-434.077249,-434.066946,-434.066002,-434.113691,34.367
gdb_64667,OC1(CC#N)C2CCC12,3.95427,1.04092,1.0333,3.269,75.83,-0.2637,0.0264,0.2901,1219.4431,0.147535,-401.932189,-401.923733,-401.922788,-401.965394,32.129
gdb_78464,CN1C2C1C1OC2C=C1,3.49144,1.53841,1.50025,1.6656,74.7,-0.2255,0.0143,0.2398,962.6066,0.149071,-401.890037,-401.883208,-401.882264,-401.920818,28.515
gdb_6280,CC(C)OC(C)C#C,2.99003,1.40527,1.01679,0.9378,77.87,-0.2548,0.0411,0.2959,1204.1879,0.172925,-348.97196,-348.961901,-348.960957,-349.007271,36.377
gdb_82924,CN1C2CC3CC3(O)C12,2.49685,1.80988,1.40887,1.3918,77.91,-0.2177,0.0749,0.2926,1002.5794,0.171541,-403.109353,-403.101126,-403.100182,-403.14158,32.736
gdb_32328,Cn1c(c[nH]c1=O)CO,3.25885,1.21335,0.90019,2.5239,71.21,-0.1908,0.0356,0.2264,1238.1168,0.136427,-455.196137,-455.187039,-455.186095,-455.230146,32.69
gdb_95884,CC1OCCC(O1)C=O,2.27953,1.54193,1.15396,2.5311,71.88,-0.2459,-0.0313,0.2147,1130.7546,0.158597,-460.178106,-460.169499,-460.168555,-460.2114,32.216
gdb_72057,NC12CN3CC1C23C#N,2.47527,1.71613,1.32222,5.7431,75.25,-0.2399,0.0022,0.2421,993.3197,0.126236,-396.859152,-396.851734,-396.85079,-396.890868,29.104
gdb_32188,COc1cncn1C=O,2.6489,1.44737,0.94158,4.2022,70.16,-0.2235,-0.0449,0.1786,1174.7702,0.113204,-453.983128,-453.975008,-453.974064,-454.016319,28.742
gdb_21318,COCc1ccon1,7.15961,1.11769,0.99821,2.6136,63.63,-0.262,-0.0095,0.2525,1138.437,0.118773,-399.778053,-399.770508,-399.769564,-399.810918,26.212
gdb_33845,N#CC12CN1C1(CC1)C2,4.33181,1.12571,1.04209,4.632,79.01,-0.2592,-0.0012,0.258,1166.6371,0.13633,-380.822462,-380.814743,-380.813799,-380.854615,30.077
gdb_30406,CN=c1ccocc1O,2.57882,1.53967,0.96993,2.7919,79.46,-0.2039,-0.0231,0.1808,1164.3103,0.124505,-437.895764,-437.887579,-437.886635,-437.928586,30.636
